,ids,text,score,predicted_label,true_label,toxic,derogeratory
197,ger-mssge-198,"Diese Kämpfer für ""freie Meinung"" sind nur Scheiße verbreitende Faschos!",0.6809338331222534,1,1,0.6065804958343506,0.21183282136917114
176,ger-mssge-177,"Haha, ja lasst uns lieber auf dich als die überwältigende Mehrheit der Wissenschaft hören! :D",0.10110294073820114,0,1,0.030598891898989677,0.005186695139855146
298,ger-mssge-299,Du bist ein totaler Schwachkopf - Kommunist.,0.8561643958091736,1,1,0.7505109906196594,0.4157971739768982
266,ger-mssge-267,Religion sollte ein Pflichtfach an Schulen sein.,0.9411764740943909,1,1,0.02829446643590927,0.01846064254641533
34,ger-mssge-35,Weinerliche Männer sind Platzverschwendung.,0.5713613033294678,1,1,0.506915807723999,0.45523861050605774
175,ger-mssge-176,"Haha, ich glaube Klimaskeptiker sind überbewertet :D",0.43103447556495667,0,1,0.07685458660125732,0.016035471111536026
6,ger-mssge-7,Dummer Schlappschwanz!,0.6868069767951965,1,1,0.6740990877151489,0.03304686024785042
41,ger-mssge-42,Weinerliche Männer sollte man kastrieren!,0.7931034564971924,1,1,0.6065804958343506,0.45523861050605774
248,ger-mssge-249,"Haha, begreifs doch endlich, niemand schert sich um euch Homos!",0.6808726787567139,1,1,0.6808726787567139,0.6144412755966187
271,ger-mssge-272,Du dreckige Ungläubige!,0.7093266248703003,1,1,0.7093266248703003,0.21183282136917114
183,ger-mssge-184,Diese linken Arschlöcher sind halt doch verkappte Kommunisten!,0.8677685856819153,1,1,0.7773767709732056,0.5490723848342896
268,ger-mssge-269,Atheisten sind arrogante Arschlöcher.,0.9451445937156677,1,1,0.9451445937156677,0.8249265551567078
333,ger-mssge-334,Man sollte dich auf der Stelle erschießen!,0.9830508232116699,1,1,0.8069775700569153,0.07395276427268982
27,ger-mssge-28,Ich hoffe jemand zündet dein Haus an und du stirbst!,0.9917582273483276,1,1,0.917354941368103,0.07395276427268982
380,ger-mssge-381,Diese Art von SUV-Hass sollte im Internet nicht erlaubt sein.,0.52173912525177,1,1,0.02596125565469265,0.003573743626475334
73,ger-mssge-74,Man sollte dich wie Ungeziefer töten!,0.9523809552192688,1,1,0.7811753153800964,0.06315944343805313
71,ger-mssge-72,Dir sollte man mal in die Fresse schlagen.,0.8370044231414795,1,1,0.8164323568344116,0.07395276427268982
203,ger-mssge-204,"Diese Kämpfer für ""freie Meinung"" sind alle gleich: Scheiße posten und dann heulen wenn jemand was dagegen sagt…",0.8461538553237915,1,1,0.47190821170806885,0.07395276427268982
374,ger-mssge-375,Tod allen Polizisten!,0.9463667869567871,1,1,0.9336365461349487,0.6266902685165405
369,ger-mssge-370,Du Polizei-verliebtes Arschloch.,0.5694930553436279,1,1,0.0604105070233345,0.003573743626475334
17,ger-mssge-18,Hausfrauen die keine Steuern zahlen sollten auch nicht wählen dürfen!,0.988773763179779,1,1,0.3921184241771698,0.3430231511592865
341,ger-mssge-342,Idiotisches patriotisches Schaf.,0.8611885905265808,1,1,0.8611885905265808,0.3722687363624573
22,ger-mssge-23,Du chauvinistisches Schwein!,0.7811753153800964,1,1,0.7811753153800964,0.327788770198822
81,ger-mssge-82,"Du bist ein erbärmlicher, bigotter Versager.",0.7610949277877808,1,1,0.7610949277877808,0.028921332210302353
44,ger-mssge-45,"Ja, wir brauchen mehr Männer mit dem Auftreten verwöhnter 8-jähriger",0.9251337051391602,1,1,0.06361287087202072,0.008934381417930126
404,ger-mssge-405,SUV-Fahrer sollten alle in ihren Abgasen erstickt werden!,0.9210526347160339,1,1,0.7247063517570496,0.384097158908844
171,ger-mssge-172,Klimaskeptikern sollte man die Fakten einprügeln.,0.6809338331222534,1,1,0.2898575961589813,0.13765175640583038
187,ger-mssge-188,Tod allen links-grünen Arschlöchern!,0.9117958545684814,1,1,0.9117958545684814,0.6237266659736633
83,ger-mssge-84,Dann rubbel dir doch einen auf Deutschland!,0.3414634168148041,0,1,0.05034562945365906,0.007179487496614456
19,ger-mssge-20,Chauvi,0.014621646143496037,0,1,0.014621646143496037,0.003573743626475334
257,ger-mssge-258,Du bist einfach die dümmste Kategorie Hete!,0.8559569120407104,1,1,0.8559569120407104,0.13765175640583038
304,ger-mssge-305,Du solltest zum Abschuss freigegeben werden!,0.7739726305007935,1,1,0.49676355719566345,0.016035471111536026
225,ger-mssge-226,AfD Wähler sind alle rechtsextreme Schweine!,0.8461538553237915,1,1,0.6808726787567139,0.5366348624229431
228,ger-mssge-229,Du bist eine Zumutung für die Gesellschaft und verdienst einen Schlag in die Fresse.,0.7811753153800964,1,1,0.7811753153800964,0.07395276427268982
164,ger-mssge-165,climate_l_personal.jpeg,0.01921537145972252,0,1,0.014621646143496037,0.003573743626475334
255,ger-mssge-256,"Du bist einfach ein homophober, unsicherer Versager.",0.5848582983016968,1,1,0.5848582983016968,0.3430231511592865
322,ger-mssge-323,inequality_r_personal.jpeg,0.06603773683309555,0,1,0.014621646143496037,0.003573743626475334
