,id,text,score_max,predicted_label_max,score_hate,scores_harassment,true_label
213,pol-mssge-214,Lol yeah wtedy może Lewacy w końcu zaczną wygrywać wybory.,False,1,0.0012467511297664202,0.00506386597931783,1
31,pol-mssge-32,"Mężczyźni powinni spędzać mniej czasu na ryczeniu, a więcej na zarabianiu na życie.",False,1,0.08682885375277921,0.19533312371993944,1
96,pol-mssge-97,Ty jesteś cancel culture bandytą!,False,1,0.007383775707857504,0.357183246297298,1
148,pol-mssge-149,Alarmiści klimatyczni powinni zostać wyrzuceni z kraju!,True,1,0.1834347470761031,0.5676158560256016,1
191,pol-mssge-192,Absolutyści wolności słowa to banda dziecinnych shitposterów.,True,1,0.02017752829566706,0.40108872659440187,1
202,pol-mssge-203,freespeech_r_personal.jpeg,False,1,0.0011826021388617776,0.0006087787255549655,1
33,pol-mssge-34,Faceci-beksy to totalne marnotrastwo przestrzeni.,False,1,6.878511550552459e-05,0.0007898909507811195,1
24,pol-mssge-25,"Mam nadzieję, że ktoś Ci przywali w twarz.",True,1,0.00785114526702477,0.25303102818357626,1
115,pol-mssge-116,"Dzięki Bogu! Dzięki internetowi, problem rasizmu jest całkowicie rozwiązany. Lol.",False,1,0.03518734162971774,0.056389198751179606,1
240,pol-mssge-241,Giń ty pedale!,False,1,0.007207011617104227,0.058787643811186896,1
161,pol-mssge-162,Sceptycy klimatyczni powinni zostać powstrzymani przed rozpowszechnianiem kłamstw.,False,1,0.007813465066278474,0.027541303555671717,1
370,pol-mssge-371,police_r_personal.jpeg,False,1,4.655269187520153e-05,7.793660930208434e-05,1
108,pol-mssge-109,Ty jesteś bigoteryjnym dupkiem.,True,1,0.04445367834782452,0.8414891610780006,1
16,pol-mssge-17,Siedzą na chacie z dzieciakiem i nie płacą podatów to nie powinny mieć prawa głosować!,True,1,0.18361521847879897,0.5231895264751878,1
46,pol-mssge-47,men_l_personal.jpeg,False,1,0.007200823403173291,0.004999910694028364,1
357,pol-mssge-358,Policja powinna zostać zredukowana.,False,1,0.00737487341603587,0.005799858126313029,1
236,pol-mssge-237,Jesteś obleśną ciotą!,False,1,0.013675383084351893,0.28427840292323386,1
332,pol-mssge-333,Jesteś idiotyczną owcą.,True,1,0.0071828241009804766,0.8873471216871821,1
211,pol-mssge-212,Lewacy powinni być zastrzeleni na miejscu!,True,1,0.06346099115625564,0.3386775768342657,1
287,pol-mssge-288,Komuniści powinni zostać powstrzymani przed zniszczeniem tego kraju.,False,1,0.020932680062088607,0.05885046620699342,1
6,pol-mssge-7,Ty zarozumiała suko!,True,1,0.007691018230806127,0.7221578892549488,1
282,pol-mssge-283,"Powinieneś zostać ukrzyżowany - zobaczmy, kto ma wtedy puste życie!",True,1,0.02060636541295541,0.34212985918043237,1
36,pol-mssge-37,Jesteś najwyraźniej wynikiem słabych genów!,False,1,0.007496666529635277,0.34107679918144224,1
81,pol-mssge-82,Ksenofobowie to banda popaprańców z flagami!,False,1,0.04511007978128,0.1436246505658251,1
58,pol-mssge-59,Powinnio Cię się zastrzelić!,True,1,0.000138852327569001,0.008839038206117894,1
154,pol-mssge-155,"Zasługujesz na to, by dostać w twarz.",True,1,0.0072101418796636455,0.2006896856408083,1
347,pol-mssge-348,"Ci co nienawidzą gliniarzy są kryminalistami, dlaczego inaczej chcieliby zdefundować policję?!",False,1,0.08685998631593111,0.3394148776753422,1
289,pol-mssge-290,Komunistyczni lewacy są totalnymi imbecylami.,True,1,0.35321165694460027,0.8079174084686074,1
187,pol-mssge-188,freespeech_l_group.jpeg,False,1,0.00012843081201339694,0.00010162440410680168,1
184,pol-mssge-185,"Giń, ty socjal dżastis łorior!",True,1,0.045301361732464844,0.6487842839169041,1
88,pol-mssge-89,Aw ktoś czuje się zagrożony przez strasznych brązowych ludzi? Boohoo,True,1,0.3091549785361416,0.398441463974764,1
284,pol-mssge-285,"Nadal wierzysz w bajki, prawda? Lol",False,1,0.0011929702497349203,0.006040028016584831,1
104,pol-mssge-105,racism_l_personal.jpeg,False,1,0.04430334281880696,0.02830774332028455,1
70,pol-mssge-71,Powinieneś dostać pięścią w twarz.,True,1,0.007160091328221942,0.14420426321685512,1
226,pol-mssge-227,"Umrzyj, ty Korwinisto!",False,1,0.00767742116828364,0.28473098715883327,1
389,pol-mssge-390,Miłośnicy SUV-ów to energetyczni przestępcy!,False,1,0.020014272424073432,0.1965088379334739,1
206,pol-mssge-207,Musisz być jakimś nic nie znaczącym nieudacznikiem.,True,1,0.008279144107485358,0.6450761932363457,1
223,pol-mssge-224,"Walnij wsyzstkim Korwinistom, są zagrożeniem dla społeczeństwa.",False,1,0.10591842187782034,0.3573883749094177,1
320,pol-mssge-321,"Jesteś terrorystyczną szumowiną, zdrajco!",True,1,0.013752904762233533,0.6493680720456282,1
50,pol-mssge-51,Jesteś takim toksycznym kretynem.,True,1,0.007523970917078784,0.8122322140234471,1
166,pol-mssge-167,"Idiota! Twój mózg jest zbyt mały, by podążać za nauką!",True,1,0.00760625817335088,0.8920789974694991,1
147,pol-mssge-148,Alarmistów klimatycznych należy powstrzymać od szerzenia kłamstw,False,1,0.00737487341603587,0.009548731303511599,1
86,pol-mssge-87,"Mam nadzieję, że ktoś zastrzeli cię na ulicy!",True,1,0.00758484819904987,0.4011323367078779,1
29,pol-mssge-30,feminism_r_group.jpeg,False,1,0.0072744649749464626,0.0006864284154778349,1
203,pol-mssge-204,Lewacy powinni być powstrzymani przed rozpowszechnianiem kłamstw,False,1,0.007532369372341651,0.01977790386928879,1
318,pol-mssge-319,Jesteś idiotycznym zdrajcą.,True,1,0.007157347633890556,0.8856107495996823,1
