,id,text,score_max,predicted_label_max,score_hate,scores_harassment,true_label
170,col-mssge-171,"Sí, todos nos vamos a morir a causa del buen clima...",False,1,0.007102072999338006,0.006116189011596201,1
149,col-mssge-150,"¡Vuelve a tu cueva, come carne!",True,1,0.01361542548028857,0.5697459710908273,1
131,col-mssge-132,Eres un elitista ignorante.,True,1,0.013825200463829289,0.6503389598961979,1
157,col-mssge-158,vegans_r_personal.jpeg,False,1,0.0001356401797461394,0.004953471130587327,1
427,col-mssge-428,cars_l_group.jpeg,False,1,6.40200641038395e-06,2.4156629828672456e-05,1
210,col-mssge-211,¡Los guerreros de la libertad de expresión son sólo fascistas de mierda!,True,1,0.12381869065401627,0.653992672469446,1
110,col-mssge-111,racism_l_personal.jpeg,False,1,0.035382456621689325,0.028685276950200348,1
241,col-mssge-242,Tú eres una ideóloga de extrema derecha.,False,1,0.007957097628943428,0.020181277485246837,1
289,col-mssge-290,Tú eres un imbécil arrogante.,True,1,0.007304509695555216,0.8428649312002171,1
54,col-mssge-55,¡Eres una perra perezosa!,True,1,0.00745510968217876,0.8782654746311809,1
416,col-mssge-417,Los que odian a las camionetas son unos estúpidos defensores de los árboles.,True,1,0.007979529118147907,0.648199747825015,1
342,col-mssge-343,Los capitalistas deberían ser golpeados en las calles,True,1,0.08675466911396292,0.4004379508033126,1
154,col-mssge-155,"Lo sé, ¿verdad? Todas estas leyes que prohíben la carne....oh espera, eso nunca ha sucedido.",False,1,0.007896520095441614,0.019868133883917585,1
11,col-mssge-12,Las feministas me divierten; se creen muy inteligentes…,True,1,0.1837060907245092,0.4030331106531381,1
273,col-mssge-274,Tú eres una perdedora homofóbica e insegura.,True,1,0.4392065567275995,0.7403232115702948,1
291,col-mssge-292,¡Los ateos son todos unos sucios incrédulos!,True,1,0.6934797182376784,0.8119385338421403,1
46,col-mssge-47,men_l_personal.jpeg,False,1,0.007480781676722293,0.005777920630109285,1
